username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Manuel E. Hernández Ⓜ️|🇸🇻|🇺🇸|🇺🇦,315334779,Los Angeles,2023-01-19 05:46:05,"@Santos4Congress You didn’t save that service dog that homeless veteran was pleading.
You don’t give a flying frank… https://t.co/92xOIGMQP4",0,Twitter for iPhone,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-19 05:30:35,Business owners in Sherman Oaks are outraged after they say a third homeless person was found dead on the street in… https://t.co/y6ns5e8KA1,4,True Anthem,
DHCooper,469984784,"Culver City, CA",2023-01-19 05:28:24,"@RepSantosNY03 Did they check your pockets? I mean, you stole from a sick dog and a homeless veteran. I am sure you… https://t.co/BRTT3ELeaP",2,Twitter for Android,
Nathan Solis,66481679,Los Angeles,2023-01-19 05:21:47,A San Francisco gallery owner who was caught on video spraying a homeless woman with a hose will be arrested and ch… https://t.co/RNPMnXFOJ6,12,Twitter Web App,
M. Hawk,1532466151464108032,"Los Angeles, CA",2023-01-19 05:15:36,@Phil_Lewis_ The way people are applauding this in the comments.. you’d think they’d readily wipe this homeless deg… https://t.co/hnkbEVMvkN,0,Twitter for iPhone,
Chris,775504934426910720,"Compton, CA",2023-01-19 05:15:00,@doitmuvaaa @lowkey_bih Stop housing the homeless,0,Twitter for iPhone,
Mark Horvath,14595574,Los Angeles,2023-01-19 05:00:23,"We started capturing the horrors of homeless sweeps 9 months ago. So far, our anti-sweep content has been viewed by… https://t.co/s8v3KiqdnG",3,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 05:00:21,"We started capturing the horrors of homeless sweeps 9 months ago. So far, our anti-sweep content has been viewed by… https://t.co/YxepxOYQrf",11,Twitter Web App,
KOOLNEW.ETH,1372497291567796227,"Los Angeles, CA",2023-01-19 04:57:11,@MetaLife_ @metalegendsnft I am the only homeless Celestial in this city 😁,0,Twitter for iPhone,
"Melissa Y. Chinchilla, PhD, MCP, MSHPM",2350279057,"Los Angeles, CA",2023-01-19 04:49:57,Having an accurate homeless count is critical for making sure our communities have the resources they need. Please… https://t.co/mr4ie2COIf,1,Twitter Web App,
Amber Avara | Storyboard Artist,3226935061,"Los Angeles, CA",2023-01-19 04:45:25,"@allisonperryart @ErikThurman my situation is, w/o art school i would have been homeless. w/o art school i wouldn't… https://t.co/fzFuhnuygG",0,Twitter Web App,
Amber Avara | Storyboard Artist,3226935061,"Los Angeles, CA",2023-01-19 04:40:02,"@allisonperryart @ErikThurman i mean i think it's better to come here, go to school but have a place to stay and a… https://t.co/yfHcEweskk",0,Twitter Web App,
M. Nero Nava,1477466715483041793,Hollywood/Los Angeles ,2023-01-19 04:37:37,@mrobalino @kron4news Quick question: is Mr Wrong spraying water on “fentanyl dealers”? Or just homeless ladies? So… https://t.co/5C2iDwsh3I,0,Twitter for iPhone,
Humanity Cardano,81753451,"Santa Monica, CA",2023-01-19 04:36:33,@POTUS The rich people income has to be cap at 1 million. The rest of the money need to be contributed as share hol… https://t.co/EJuW1WHcMM,0,Twitter for iPhone,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-19 04:30:15,"San Francisco police say they've arrested Shannon Collier Gwin, the man seen last week on video hosing down a homel… https://t.co/SRBGbfz802",16,True Anthem,
Clare Blue Checkmark,36773488,"Los Angeles, CA",2023-01-19 04:24:23,Only in Los Angeles. Between this and the homeless bitching and complaining I just can’t. #nextdoor https://t.co/xbBFmCKVyj,0,Twitter for iPhone,
Tommy Lightfoot Garrett,399129934,Beverly Hills,2023-01-19 04:20:54,"Of course you heard it from me first.🤫😷

Homeless N.J. veteran says Rep. George Santos stole GoFundMe donations for… https://t.co/SXDESmzhnS",1,Twitter for Android,
technolibertarian.org,1116013032188960768,"Los Angeles, CA",2023-01-19 04:17:02,@the_transit_guy We could probably house all the homeless if we just got rid of bike lanes that hardly anyone uses.… https://t.co/NKZGeObJOI,0,Twitter Web App,
Big Game James,293641545,"Los Angeles, CA",2023-01-19 04:16:08,@FOXLA @SfvScanner @cd4losangeles @MayorOfLA 👏👏👏👏👏 THIS IS #HOUSINGFIRST AT WORK. HOW MANY MORE HOMELESS MUST DIE B… https://t.co/QdEAJYQ5Yr,0,Twitter for Android,
Daniel Guss,4880918696,"Los Angeles, CA",2023-01-19 04:15:36,"@FOXLA @nithyavraman is •supposed• to be, but she has ignored my warnings both about the homeless as well as people… https://t.co/5ShZ9tx1nj",0,Twitter for iPhone,
prettyPretty 💛,2597455014,Los Angeles Ca,2023-01-19 04:13:41,why Mikenya always sheltering homeless ass niggas,0,Twitter for iPhone,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-19 04:13:24,Palmdale Passes Resolution Opposing LA County’s #Homeless Declaration   © Provided by https://t.co/i4XNo9eGWo PALMD… https://t.co/X1rtQDKXhf,0,Revive Social App,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-19 04:01:01,Business owners in Sherman Oaks are outraged after a third homeless person was found dead on the street in front of… https://t.co/oyAF6TqWh9,204,True Anthem,
Sandy Dapoz,3156212845,"Los Angeles, CA",2023-01-19 03:59:21,Waterfront area would be beautiful however in all “Reality” not so much due to displays would be at greater risk of… https://t.co/1ZLS05GDDJ,0,Twitter for iPhone,
Echo Park Neighborhood Council,806299473764749312,"Echo Park, CA",2023-01-19 03:57:42,@HugoForCD13 @MayorOfLA @EunissesH  Our homeless residents of Echo Park need your help! They are living in filth an… https://t.co/UsVDuplMGX,0,Twitter for iPhone,
Ruben Vives,285286838,Los Angeles,2023-01-19 03:44:56,San Francisco D.A. issues arrest warrant for gallery owner who sprayed homeless woman with hose https://t.co/6cUklSfotT,1,Twitter for iPhone,
Louis Schillace,42570438,Los Angeles CA,2023-01-19 03:44:05,@FOXLA Homeless advocates have proven they don’t really care about the homeless. They have fought for a situation w… https://t.co/wC4ZsPgXzi,1,Twitter for iPhone,
🎧 Golden Boy Noah 💛 His Friends & #AR#VR#XR 🔊🔊,2946893125,The XVerse🥚🍫🍫🎫😎🍳👾🥇,2023-01-19 03:40:35,"if something is going to happen, please let it happen.

I don't even think anyone outside one of my best friends an… https://t.co/sh0QnuK4OF",0,Twitter Web App,
Daniel Guss,4880918696,"Los Angeles, CA",2023-01-19 03:34:04,"@ginasilvafox11 I repeatedly asked @nithyavraman about some of these homeless victims and she ignored my requests,… https://t.co/eIU0aSsF0J",0,Twitter for iPhone,
TONIA WHITE,116770414,"Los Angeles, CA",2023-01-19 03:20:44,"@katthebartender I swear homeless and employed, how are always feel🤕🤧",0,Twitter for Android,
KCAL News,24928809,Los Angeles,2023-01-19 03:20:09,Long Beach offers landlord incentives to help house homeless  https://t.co/MTE5k7CuCF,2,True Anthem,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 03:12:06,A trailer came off a truck that was doing 45 mph and slammed into Jack while he was walking. Jack is now disabled a… https://t.co/I68Jyot0SQ,8,Agorapulse app,
明哥在美国（原推：沙哥在南洋）,1494697453425020931,"Los Angeles, CA",2023-01-19 03:11:55,@activeasian @choeshow Are there hardly any homeless Asians?,0,Twitter for iPhone,
swampy,1262621474059358213,"Los Angeles, CA",2023-01-19 03:09:36,@snailsohyea I love that yee old “but what about the poor little women who can’t protect themselves from the danger… https://t.co/3kolARAE1E,0,Twitter for iPhone,
Ryan “definitely not Elon Musk” Cole,19759519,North Long Beach,2023-01-19 03:06:56,"He stole money raised to save the life of a homeless veteran’s service dog. He is the culmination, not an aberration. #GeorgeSantosIsTheGOP",0,Twitter for iPhone,
Mark Hoss,117205442,"Los Angeles, CA",2023-01-19 03:02:31,@FOXLA Are we? Whatever it takes to eliminate the homeless problem. They have a choice and no one force them to not… https://t.co/asjIbrn6lN,0,Twitter for Android,
Deborah Smith🚨,44564469,"Monrovia, CA",2023-01-19 03:02:29,"#genocide by neglect , Business owners in Sherman Oaks are outraged after they say a third homeless person was foun… https://t.co/SlK76DnYlA",2,Twitter for iPhone,
Azure. EAT.SLEEP.DDR.REPEAT エヌエー(ネフェル アズレさん),190870185,"Los Angeles, CA",2023-01-19 03:02:07,@sooki252 @Tryn2BKind @JohnArchibald @Stonekettle she's not. She was defending her home when a homeless person unla… https://t.co/jCdS0vQSeN,0,Twitter for Android,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-19 03:00:29,Business owners in Sherman Oaks are outraged after they say a third homeless person was found dead on the street in… https://t.co/PrQHNUVb1D,58,True Anthem,
Azure. EAT.SLEEP.DDR.REPEAT エヌエー(ネフェル アズレさん),190870185,"Los Angeles, CA",2023-01-19 02:59:30,"@RumanaRuha @Tryn2BKind @JohnArchibald @Stonekettle not to mention,  when said person was alive, apparently their f… https://t.co/51wR6grk4v",0,Twitter for Android,
Julie Hudman,266613814,"Los Angeles, CA",2023-01-19 02:58:05,Thank you @RepAdamSchiff for your support of organizations working with our neighbors who are experiencing homeless… https://t.co/4rj6vvzmFj,0,Twitter for iPhone,
yio,1096141844,"North Hollywood, Los Angeles",2023-01-19 02:55:09,SF district attorney issues arrest warrant for art gallery owner seen on video hosing down homeless woman ⁦… https://t.co/xeXFynInX0,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 02:50:00,"About twice a month, this San Diego veterinarian makes his way to homeless encampments in San Diego, Orange and Los… https://t.co/Q4Xaj6rC0Q",25,SocialNewsDesk,
mnancy,141420625,LA ,2023-01-19 02:38:28,"‘Inside Safe’ moves unhoused Angelenos into shelters. How permanent are their homes?
https://t.co/hu8t8S5JWk",0,Twitter for iPad,
🫧 yas 🫧,1019306048379736064,"Westlake, LA",2023-01-19 02:37:07,"Let me clarify fuck any sick perv, rapist or sick fuck that’s homeless tho that’s what they deserve.",0,Twitter for iPhone,
⚓ Mike L.A. 💙🇺🇲 🌻 🇺🇦 🙏,884962635480915968,"Los Angeles, CA",2023-01-19 02:10:56,@TNSouthernlib the service dog of a homeless veteran with ptsd,0,Twitter Web App,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 02:07:13,"@MayorOfLA @usmayors The #1 enemy of @TheDemocrats is #VoterID. Without election fraud, unqualified people like… https://t.co/VVCAAnuZj7",0,Twitter Web App,
mickeyhelmel,1320924613048561665,"Hollywood, Ca",2023-01-19 02:05:16,"That means more homeless in Baltimore ,( or is it ), less....
🤔💭signed, 
#confusedconstiuants https://t.co/4S8cUbh0ab",0,Twitter for iPhone,
nina,1410722406,"Los Angeles, CA",2023-01-19 02:00:46,@BrookeJenkinsSF @SFPD This is insane.  You need to issue an arrest warrant for all you progressives who like havin… https://t.co/5P1OCi8IcQ,0,Twitter for iPad,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 01:59:08,@TheGussReport @CABirdGirl2 @lacontroller @nithyavraman @LACityCouncil @nithyavraman I was walking my kid to school… https://t.co/VxsCCSx9pB,0,Twitter Web App,
CKirk,610121498,"Los Angeles, CA",2023-01-19 01:57:39,"@CARebelBase We can get an abortion anytime, step over a homeless junkie, have your local/state union overstep into… https://t.co/Ewv5IcGVNa",0,Twitter Web App,
AILEEN,1607984947478024192,"Los Angeles, California",2023-01-19 01:52:48,@KWri8723 @POTUS He has no solution for the homeless people of America. He is a world philanthropist. His mother di… https://t.co/0So3S0yToT,0,Twitter Web App,
"Jean Galiana MASM, Author, Gerontologist",50392521,"Los Angeles, CA",2023-01-19 01:44:10,"I sure wish we had a program like this in Los Angeles that has over 15,000 unhoused older adults and 5,445 of them… https://t.co/tEgJn1PF8J",0,Twitter Web App,
Siodhachan Xzxionahti,1208189147740954624,"Hollywood, Los Angeles",2023-01-19 01:43:27,@tyleroakley But when I dress with this many holes people assume I'm homeless,0,Twitter for Android,
Dancing Baptist,31638920,Los Angeles,2023-01-19 01:37:44,I felt wistful watching an old white haired homeless man cross the street with his shopping cart full of his worldl… https://t.co/FJDJHRNhnw,0,Twitter Web App,
EIE,1376232640605429761,"Los Angeles, CA",2023-01-19 01:31:04,Did they ever arrest the guy who stole the ambulance the other night in San Francisco and escaped into a Oakland homeless camp?,0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-19 01:30:38,"Can anyone blame @nikestore for bailing out of downtown Seattle? It’s a fucking cesspit, filled with crazy homeless… https://t.co/q6ibKZlYlg",0,Twitter for Mac,
KNX News 97.1 FM,18149465,Los Angeles,2023-01-19 01:30:01,San Diego police were investigating a drive-by shooting at a downtown homeless shelter where a security guard was s… https://t.co/xRcjNUBkEM,0,Sprout Social,
Independent Workers Party of Los Angeles,1262275483,"Los Angeles, CA",2023-01-19 01:26:29,"@LunaOi_VN #LosAngeles has masses of utterly despondent and deranged homeless people *everywhere*... downtown #LA,… https://t.co/OwJfbt8fPP",0,Twitter Web App,
Housing Is A Human Right™,921031172712423424,"Los Angeles, California",2023-01-19 01:21:08,".@AIDSHealthcare, our parent org, successfully uses the adaptive-reuse model to urgently and cost-effectively build… https://t.co/RnO50cF64u",6,Twitter Web App,
Housing Is A Human Right™,921031172712423424,"Los Angeles, California",2023-01-19 01:21:07,Local leaders must quickly build more affordable &amp; homeless housing to address the homelessness crisis. Criminalizi… https://t.co/yuB6l5YT84,4,Twitter Web App,
Gregory Mancuso,32446456,Los Angeles,2023-01-19 01:18:47,"Terrific Traci Park Tackles Tough Tasks
City Councilwoman Traci Park clears away massive Venice homeless encampment… https://t.co/U7uyoFH51I",0,Twitter Web App,
Jesse Munoz,1573797966199996417,"Los Angeles, CA",2023-01-19 01:06:52,"I’m running for my neighborhood council in the LA area southeast. I want to help clean the streets, be a voice for… https://t.co/nSXA33msWP",0,Twitter for iPhone,
genothefox,85053258,"Los Angeles, CA",2023-01-19 00:53:39,"@LondonBreed @MayorToddGloria @jeffolivet “Yes, mayor of city with a gazillion homeless, please educate us”",0,Twitter for iPhone,
"Curren D. Price, Jr.",893602974,Los Angeles,2023-01-19 00:38:18,District 9 is joining the Los Angeles Homeless Services Authority (LAHSA) in a call for volunteers for the 2023 Gre… https://t.co/5z2GgPw2fz,0,Twitter for iPhone,
Reggie herrera,1565942686653091840,"Los Angeles, CA",2023-01-19 00:36:09,He should be captive because he wants his business to succeed that homeless woman would be tarnishing his business… https://t.co/AX5BpSrx9X,0,Twitter for Android,
Jawn J.Period,1021382089059590144,"Los Angeles, CA",2023-01-19 00:24:28,George Santos (then-Anthony DeVolder) straight-up scammed and homeless veteran raising money to save his dog’s life… https://t.co/L5LDD46wlC,9,Twitter for iPhone,
chris crofton,104283237,"Los Angeles, CA",2023-01-19 00:07:48,Hand that money you’re spending on Twitter blue to a homeless person,2,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 00:05:10,"Having experienced homelessness in NYC, Jocelyn describes the emotional trauma she continues to face as a result of… https://t.co/IwDAsuhi7k",4,Agorapulse app,
No Jumper,268738761,"Los Angeles, CA",2023-01-19 00:01:14,Homeless man almost gave them the beats for handing their change to him https://t.co/kXFO3CL4Gq,1804,Twitter for iPhone,
SSG HOPICS,1668664178,"Los Angeles, CA",2023-01-19 00:00:55,Both the City and County of Los Angeles have declared a #StateofEmergency for Homelessness. This will help cut the… https://t.co/RyifhNfBvE,0,Loomly,
S k y,206923789,Los Angeles,2023-01-18 23:55:43,50m straight into the pockets of the homeless outreach groups that campaigned and fundraised for her. https://t.co/7kylORUuzQ,0,Twitter for iPhone,
Penn Serves LA,3018674034,"LA, CA",2023-01-18 23:53:54,Join us in the new year as we VISUALLY count (no direct interaction) those experiencing homelessness on every block… https://t.co/yBd1XSuCl7,0,Twitter Web App,
Urban Peace Institute,1228220916,Los Angeles,2023-01-18 23:51:27,"Mental health crises need care, not guns. A comprehensive approach to public safety includes community violence int… https://t.co/5Yu7eccwbr",2,Twitter Web App,
Jericho Road Pasadena,405093752,"Pasadena, CA",2023-01-18 23:42:32,Union Station Homeless Services Celebrates 50 Years of “Bringing Our Neighbors Home“ https://t.co/GPjcm9LODw,0,dlvr.it,
DO GOOD LA,546495972,Los Angeles,2023-01-18 23:38:07,Crusading vet treats some of L.A.’s most cherished residents: The pets of skid row https://t.co/b0JRq0TQgP,0,Twitter Web App,
Natalie,191034990,LOS ANGELES,2023-01-18 23:36:29,At least the homeless man on laurel thinks I’m beautiful 🫠,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 23:12:06,"At 7, CPS removed Reno from his mom's home due to physical abuse. After his dad got out of prison, Reno went to liv… https://t.co/perFHSLChn",5,Agorapulse app,
Mayor's Fund for Los Angeles,2570253864,"Los Angeles, California",2023-01-18 23:02:29,"The 2023 Greater Los Angeles Homeless Count takes place on January 24-26. Pledging to be a #volunteer is an easy, m… https://t.co/T5hikN4ZlK",0,Twitter Web App,
City of Santa Monica,67424923,"Santa Monica, CA",2023-01-18 23:00:33,One week to go before the Santa Monica Homeless Count scheduled for 01/25/2023! Training will be online. Check-in/d… https://t.co/c70O0t85mO,1,Hootsuite Inc.,
USC Press Room,15780295,Los Angeles,2023-01-18 23:00:01,Benjamin Henwood of @uscsocialwork spoke with @latimes looking at the number of homeless people who are also pet ow… https://t.co/RXcjYX0C3X,0,Sprinklr,
vi,1050082948953731072,"Los Angeles, CA",2023-01-18 22:59:15,throwback to when i caught one of my mutuals pretending to be homeless IRL and they pretended not to know who i was,0,Twitter for iPhone,
CCF,1944480253,"Los Angeles, CA",2023-01-18 22:56:04,Through CCF's Home L.A. Loan Fund donor investments are pooled &amp; used to provide three or five year seed capital to… https://t.co/7ov99vZE3v,1,Twitter Web App,
G,946845716348940288,Los Angeles,2023-01-18 22:54:30,@SilvermanJacob Useless politicians in the pockets of developers abusing the homeless their policies created as usual,0,Twitter Web App,
Cornish_LA_Photography_LLC™️,1559324688643280898,"Los Angeles, CA",2023-01-18 22:40:14,@lahsa not even out of their car not even caring what’s going on around the corner since they’re down the block and… https://t.co/T5hYzCkALq,0,Twitter for iPhone,
J.J. Haro,1589432505563652097,"Los Angeles, CA",2023-01-18 22:39:03,It's just me and two passed out homeless dudes on the Metro. This is home. I love it here.,0,Twitter for iPhone,
deep mocha🐙,2818809621,"Beverly Hills, CA",2023-01-18 22:38:29,How do everybody in LA have a kid but they homeless?,0,Twitter for iPhone,
Twizted Dream,2556137372,"Venice Beach, Los Angeles",2023-01-18 22:29:46,"@RoofLesser @K_CrowleyLA @VeniceNC I've told them MULTIPLE TIMES that 41:18 is illegal, they DON'T CARE their goal… https://t.co/EMSnXRl8vZ",2,Twitter for Android,
Tracy (she/her),14298114,LA,2023-01-18 22:29:42,"@GirlsGutsGiallx This tweet keeps resonating w/ people, so I'm going to plug my friend @erinstwitsexual's GoFundMe.… https://t.co/ntYASKQuzQ",0,Twitter Web App,
o dogg 🦮,1237881534,"Norwalk, CA",2023-01-18 22:26:27,@Nellythamenace Yes especially the folks who live closer to the desert/inland area cause more than half the shit ou… https://t.co/QO3FTCmZeN,0,Twitter for iPhone,
René 🟥 @rcmoya@mastodon.online,45463439,"Los Angeles, CA",2023-01-18 22:24:24,"Anyway, Barcelona is lovely, Los Angeles is lovely, and poor and oppressed people deserve dignity, respect &amp; a good… https://t.co/YWnsJs6txB",2,Twitter for Android,
Catori2012 #GG33,626796792,"Los Angeles, CA",2023-01-18 22:20:02,"@findgg33 @Elpapitojnrdgrt What about shit started happening to me October 23, 2022 where car engine fried and died… https://t.co/NwCUDR2f3o",0,Twitter for iPhone,
woof woof,1326587803543613440,"Los Angeles, CA",2023-01-18 22:16:30,"@Santos4Congress Wow, you stole money from a homeless vet!! That makes you a thief.",0,Twitter for iPhone,
InnerCityLawCenter,418274597,"Los Angeles, CA",2023-01-18 22:14:21,"The L.A. Homeless Count is almost here, are you ready to help?

The count is essential to understanding the rapid g… https://t.co/offf5sLsAh",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 22:14:00,"For years, Dr. Kwane Stewart quietly visited homeless encampments, treating pets for free. Then came reality TV and… https://t.co/1dv3RSdji0",5,SocialNewsDesk,
realdreamgirl,3237384541,"Los Angeles, CA",2023-01-18 22:06:53,"i remember a HOMELESS MAN, gave ME a dollar and asked me if he could kiss me lmao i was like 10 bro like ew ur neve… https://t.co/oFJjezPJ3G",0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 22:05:07,"While many people think homelessness could never happen to them, this article points out those unlucky circumstance… https://t.co/q7mW3bEtAz",5,Agorapulse app,
Andrew Kirsh,111476949,"Pacific Palisades, Los Angeles",2023-01-18 22:03:43,"New #RealTalk Episode 🎙- Avi Brosh - Founder of @palisociety brands

We discuss:
• Institutionalizing the neighborh… https://t.co/tizB405XjP",0,Twitter for iPhone,
Kiki Melendez,108346496,"Pacific Palisades, CA",2023-01-18 21:52:26,@wweisawesome123 @TheMicheleWojo You could be the richest in the world but when you lose your mother.. You feel homeless. 🥲😓,1,Twitter for iPhone,
InnerCity Struggle,90942023,"East Los Angeles, California",2023-01-18 21:52:13,The LA homeless population were 24% of city’s murder victims in 2022 according to this report:… https://t.co/0A1CEZ6OkF,0,Twitter Web App,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-18 21:49:08,Authoritarian asswipe @GovInslee has been in office for 11 years. He's thrown hundreds of millions of our dollars i… https://t.co/7DeUFbpdKK,11,Twitter Web App,
Shelter Partnership,557235169,"Los Angeles, CA ",2023-01-18 21:49:00,"#LosAngeles and other big coastal cities don’t have enough #affordablehousing, which is the key driver of… https://t.co/jN0dguT8X4",0,TweetDeck,
Pea Woodruff,82255641,LA,2023-01-18 21:46:43,Crusading vet treats some of L.A.’s most cherished residents: The pets of skid row https://t.co/KWyK0MtloO,0,Twitter for iPhone,
Homeless4TheHolidays,4398661757,"Philadelphia, Los Angeles",2023-01-18 21:42:32,@FrontRunnersLA @GOTRLA @LALEGGERS @Skidrowrunclub @PasadenaPacers @TheLAMission @midnightmission Join us Saturday… https://t.co/8f9TEfjeGc,0,Twitter Web App,
Opal,1594533414039715840,"Los Angeles, CA",2023-01-18 21:33:41,"@sfpublicworks If homeless, enabling/encouraging drug addicts, feces on the street. What makes you think trashing it makes any difference.",0,Twitter for iPhone,
Robert J. Strock,272019049,"Santa Monica, CA",2023-01-18 21:32:17,"As is finally common knowledge, homelessness is a massive and ongoing issue in the United States and many countries… https://t.co/qefoJyLEi7",0,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 21:19:54,10 Minute Warning LA Homeless' Belongings Taken During Sweeps https://t.co/l9OnXVFX09 https://t.co/BgBFrNvzXF,2,Twitter Web App,
Mark Horvath,14595574,Los Angeles,2023-01-18 21:19:33,10 Minute Warning LA Homeless' Belongings Taken During Sweeps https://t.co/y5cHZF0mPO https://t.co/dGkChhg3Rw,2,Twitter Web App,
Capital & Main,2218281115,Los Angeles,2023-01-18 21:19:00,"""Karen Bass is trying to demonstrate that all her chops about healing and bringing people together are going to be… https://t.co/8uDSG34gTW",1,TweetDeck,
♡,987034778523201537,"Los Angeles, CA",2023-01-18 21:11:50,A homeless lady decided to bully me this morning omw to work. She was kicking my car and wouldn’t leave me alone 😭,0,Twitter for iPhone,
KEVIN D-HOUSE GAYLES,575033081,LOS ANGELES,2023-01-18 21:11:42,Homeless Man Encampment Takes Over City Block @latimes #youtube #youtube... https://t.co/QhSwGoXBji via @YouTube,0,Twitter for iPhone,
Salvador Hernandez,15383246,Los Angeles,2023-01-18 21:11:41,"I went out with @DrKwane last week, who has gone out for years to homeless encampments in San Diego, Orange, Los An… https://t.co/2uG3vpa5HG",18,Twitter for iPhone,
South LA Hoods,1553868089090945025,"Los Angeles, CA",2023-01-18 21:01:06,Racist Old White Homeless Man In a Blue Jacket Walking Around Near ‘Subaru’ Santa Monica yelling racial slur’s… https://t.co/hS3D3u8Pgt,0,Twitter for iPhone,
courtney.,129998034,"Los Angeles, CA",2023-01-18 21:00:39,"The city of LA has GOT to do better with everything. The infrastructure around this city, the homeless, everything has got to be dealt with",1,Twitter for iPhone,
Dramaseeker1980,320169204,La,2023-01-18 20:55:13,#SpeakerMcCarthy aids and defends an alleged homeless Vet dog killer George Santos. Truly vile what the quench for… https://t.co/F7vTMqYT41,0,Twitter Web App,
Big Game James,293641545,"Los Angeles, CA",2023-01-18 20:53:36,@lacontroller Are you going to audit where all the money has gone.  So far there has been billions spent and no res… https://t.co/jwBA696Gy2,0,Twitter for Android,
J U I C Y 💙,2724899873,"Los Angeles, CA",2023-01-18 20:53:01,@snowblanc0_ Okay.? And she still gone be homeless if blue kick her out 😂😂 going hard for a bitch who don’t know you,0,Twitter for iPhone,
Nathan Luna,1875245820,Hollywood,2023-01-18 20:50:11,Me like a homeless man living in a white fridge waiting for my cut on Friday 😂😩 https://t.co/mqDeoLRhtA,0,Twitter for iPhone,
Dramaseeker1980,320169204,La,2023-01-18 20:42:23,If George Santos took 3k from a homeless Vet what do you think he is taking right this very second in Congress. Let… https://t.co/I8j8dZytbu,0,Twitter Web App,
ConciousOne,1365769591306158080,"Los Angeles, CA",2023-01-18 20:39:47,@RealDonDonovan @Andre_Reports @KTLA @LACity @KarenBassLA @MayorOfLA @CityAttorneyLA @PaulKrekorian @cd1losangeles… https://t.co/kParWf9UtC,0,Twitter for iPhone,
J U I C Y 💙,2724899873,"Los Angeles, CA",2023-01-18 20:34:41,@snowblanc0_ @PrinceofShaed @meekah381 @ChriseanMalone Girl how long ago was that podcast 😂😂BFFR she has her own pl… https://t.co/Bq5M9KUQpR,0,Twitter for iPhone,
toasty 🏳️‍⚧️♂️,1050425663742795776,LA,2023-01-18 20:33:31,@blorbofan 2/2 a dent compared to what people with power to make significant changes do. and working class needs to… https://t.co/j1TNdw4sTq,0,Twitter Web App,
Homeless4TheHolidays,4398661757,"Philadelphia, Los Angeles",2023-01-18 20:28:48,.@MayorOfLA will you join us Saturday at Griffith Park to help raise money for the #homeless in #losangeles? https://t.co/JMd5hKe6E3,0,Twitter Web App,
"Josh""Build a dream & the dream will build you""Ⓥ",236892243,Los Angeles,2023-01-18 20:18:37,#TaxTheRich help the homeless https://t.co/GQOMS0PSdm,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 20:12:08,Low-income people often called the working poor are being priced out of a place to live. This is also happening to… https://t.co/FbcH6voDia,5,Agorapulse app,
Harry Honkler,1605340690677891073,"Los Angeles, CA",2023-01-18 20:11:20,@AmyTheHub @SalHernandez @TheStreetVet @GenaroMolina47 How about just cleaning up the homeless camps?,0,Twitter Web App,
Steve Emig,731154050071314432,The San Fernando Valley,2023-01-18 20:08:00,"Got a solid day's rest, getting over the flu. To get simple bed rest as a homeless person, you have to rent a room.… https://t.co/7JHaoUL0dW",0,Twitter Web App,
LA Homeless Services Authority,2265139772,"Los Angeles, CA",2023-01-18 20:07:52,"We’re taking all steps necessary to prepare for the Homeless Count 2023, we need you to take this event to the next… https://t.co/544OKLBUds",14,Twitter Web App,
The Greater Toluca Lake Neighborhood Council,325120595,"Toluca Lake, CA",2023-01-18 20:01:45,"Register to Volunteer for the 2023 Greater
Los Angeles Homeless Count on
January 24th for Toluca Lake

The Count in… https://t.co/Cae8tTN6iC",0,Hootsuite Inc.,
Los Angeles County Internal Services Department,2352513878,County of Los Angeles,2023-01-18 19:57:22,"Join us for the Greater Los Angeles Homeless Count, taking place January 24-26, 2023. Do your part to help end home… https://t.co/PbS4LKfW27",0,Buffer,
Dr. Kwane Stewart,3331736172,"Los Angeles, CA",2023-01-18 19:56:19,"“These people out here who own pets, they’re looking for a normal life, they’re trying to get on their feet, they v… https://t.co/9XfWVAacCG",2,Twitter for iPhone,
